"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Data Item","Domain","Domain Category","Value","CV (%)"
"CENSUS","2007","YEAR","","COUNTY","TENNESSEE","47","CUMBERLAND PLATEAU","50","SEQUATCHIE","153","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED"," (D)",""
"CENSUS","2007","YEAR","","COUNTY","TENNESSEE","47","CUMBERLAND PLATEAU","50","WARREN","177","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","2,959",""
"CENSUS","2007","YEAR","","COUNTY","TENNESSEE","47","CUMBERLAND PLATEAU","50","WHITE","185","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","1,360",""
"CENSUS","2007","YEAR","","COUNTY","TENNESSEE","47","DELTA","10","DYER","045","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED"," (D)",""
"CENSUS","2007","YEAR","","COUNTY","TENNESSEE","47","DELTA","10","LAKE","095","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED"," (D)",""
"CENSUS","2007","YEAR","","COUNTY","TENNESSEE","47","DELTA","10","OBION","131","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED"," (D)",""
"CENSUS","2007","YEAR","","COUNTY","TENNESSEE","47","DELTA","10","SHELBY","157","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","11,250",""
"CENSUS","2007","YEAR","","COUNTY","TENNESSEE","47","DELTA","10","TIPTON","167","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED"," (D)",""
"CENSUS","2007","YEAR","","COUNTY","TENNESSEE","47","EAST TENNESSEE","60","ANDERSON","001","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","11,577",""
"CENSUS","2007","YEAR","","COUNTY","TENNESSEE","47","EAST TENNESSEE","60","BLOUNT","009","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","26,724",""
"CENSUS","2007","YEAR","","COUNTY","TENNESSEE","47","EAST TENNESSEE","60","BRADLEY","011","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","6,025",""
"CENSUS","2007","YEAR","","COUNTY","TENNESSEE","47","EAST TENNESSEE","60","CAMPBELL","013","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","4,180",""
"CENSUS","2007","YEAR","","COUNTY","TENNESSEE","47","EAST TENNESSEE","60","CARTER","019","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","1,840",""
"CENSUS","2007","YEAR","","COUNTY","TENNESSEE","47","EAST TENNESSEE","60","CLAIBORNE","025","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","1,947",""
"CENSUS","2007","YEAR","","COUNTY","TENNESSEE","47","EAST TENNESSEE","60","COCKE","029","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED"," (D)",""
"CENSUS","2007","YEAR","","COUNTY","TENNESSEE","47","EAST TENNESSEE","60","GRAINGER","057","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","3,412",""
"CENSUS","2007","YEAR","","COUNTY","TENNESSEE","47","EAST TENNESSEE","60","GREENE","059","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","6,497",""
"CENSUS","2007","YEAR","","COUNTY","TENNESSEE","47","EAST TENNESSEE","60","HAMBLEN","063","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","4,325",""
"CENSUS","2007","YEAR","","COUNTY","TENNESSEE","47","EAST TENNESSEE","60","HAMILTON","065","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","23,874",""
"CENSUS","2007","YEAR","","COUNTY","TENNESSEE","47","EAST TENNESSEE","60","HANCOCK","067","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","458",""
"CENSUS","2007","YEAR","","COUNTY","TENNESSEE","47","EAST TENNESSEE","60","HAWKINS","073","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","2,780",""
"CENSUS","2007","YEAR","","COUNTY","TENNESSEE","47","EAST TENNESSEE","60","JEFFERSON","089","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","5,062",""
"CENSUS","2007","YEAR","","COUNTY","TENNESSEE","47","EAST TENNESSEE","60","JOHNSON","091","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","1,416",""
"CENSUS","2007","YEAR","","COUNTY","TENNESSEE","47","EAST TENNESSEE","60","KNOX","093","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","19,354",""
"CENSUS","2007","YEAR","","COUNTY","TENNESSEE","47","EAST TENNESSEE","60","LOUDON","105","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","9,522",""
"CENSUS","2007","YEAR","","COUNTY","TENNESSEE","47","EAST TENNESSEE","60","MCMINN","107","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","17,271",""
"CENSUS","2007","YEAR","","COUNTY","TENNESSEE","47","EAST TENNESSEE","60","MEIGS","121","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","2,290",""
"CENSUS","2007","YEAR","","COUNTY","TENNESSEE","47","EAST TENNESSEE","60","MONROE","123","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","9,749",""
"CENSUS","2007","YEAR","","COUNTY","TENNESSEE","47","EAST TENNESSEE","60","POLK","139","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","3,665",""
"CENSUS","2007","YEAR","","COUNTY","TENNESSEE","47","EAST TENNESSEE","60","RHEA","143","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED"," (D)",""
"CENSUS","2007","YEAR","","COUNTY","TENNESSEE","47","EAST TENNESSEE","60","ROANE","145","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","6,871",""
"CENSUS","2007","YEAR","","COUNTY","TENNESSEE","47","EAST TENNESSEE","60","SEVIER","155","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","14,538",""
"CENSUS","2007","YEAR","","COUNTY","TENNESSEE","47","EAST TENNESSEE","60","SULLIVAN","163","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","9,670",""
"CENSUS","2007","YEAR","","COUNTY","TENNESSEE","47","EAST TENNESSEE","60","UNICOI","171","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED"," (D)",""
"CENSUS","2007","YEAR","","COUNTY","TENNESSEE","47","EAST TENNESSEE","60","UNION","173","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","1,726",""
"CENSUS","2007","YEAR","","COUNTY","TENNESSEE","47","EAST TENNESSEE","60","WASHINGTON","179","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","5,880",""
"CENSUS","2007","YEAR","","COUNTY","TENNESSEE","47","WEST TENNESSEE","20","BENTON","005","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED"," (D)",""
"CENSUS","2007","YEAR","","COUNTY","TENNESSEE","47","WEST TENNESSEE","20","CARROLL","017","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED"," (D)",""
"CENSUS","2007","YEAR","","COUNTY","TENNESSEE","47","WEST TENNESSEE","20","CHESTER","023","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED"," (D)",""
"CENSUS","2007","YEAR","","COUNTY","TENNESSEE","47","WEST TENNESSEE","20","CROCKETT","033","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED"," (D)",""
"CENSUS","2007","YEAR","","COUNTY","TENNESSEE","47","WEST TENNESSEE","20","DECATUR","039","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED"," (D)",""
"CENSUS","2007","YEAR","","COUNTY","TENNESSEE","47","WEST TENNESSEE","20","FAYETTE","047","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED"," (D)",""
"CENSUS","2007","YEAR","","COUNTY","TENNESSEE","47","WEST TENNESSEE","20","GIBSON","053","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","7,127",""
"CENSUS","2007","YEAR","","COUNTY","TENNESSEE","47","WEST TENNESSEE","20","HARDEMAN","069","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","460",""
"CENSUS","2007","YEAR","","COUNTY","TENNESSEE","47","WEST TENNESSEE","20","HARDIN","071","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED"," (D)",""
"CENSUS","2007","YEAR","","COUNTY","TENNESSEE","47","WEST TENNESSEE","20","HAYWOOD","075","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED"," (D)",""
"CENSUS","2007","YEAR","","COUNTY","TENNESSEE","47","WEST TENNESSEE","20","HENDERSON","077","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","1,250",""
"CENSUS","2007","YEAR","","COUNTY","TENNESSEE","47","WEST TENNESSEE","20","HENRY","079","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED"," (D)",""
"CENSUS","2007","YEAR","","COUNTY","TENNESSEE","47","WEST TENNESSEE","20","MADISON","113","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","1,370",""
"CENSUS","2007","YEAR","","COUNTY","TENNESSEE","47","WEST TENNESSEE","20","MCNAIRY","109","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED"," (D)",""
"CENSUS","2007","YEAR","","COUNTY","TENNESSEE","47","WEST TENNESSEE","20","WEAKLEY","183","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","1,760",""
"CENSUS","2007","YEAR","","COUNTY","TENNESSEE","47","WESTERN RIM","30","CHEATHAM","021","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED"," (D)",""
"CENSUS","2007","YEAR","","COUNTY","TENNESSEE","47","WESTERN RIM","30","DICKSON","043","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","5,361",""
"CENSUS","2007","YEAR","","COUNTY","TENNESSEE","47","WESTERN RIM","30","HICKMAN","081","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","960",""
"CENSUS","2007","YEAR","","COUNTY","TENNESSEE","47","WESTERN RIM","30","HOUSTON","083","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","3,100",""
"CENSUS","2007","YEAR","","COUNTY","TENNESSEE","47","WESTERN RIM","30","HUMPHREYS","085","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","395",""
"CENSUS","2007","YEAR","","COUNTY","TENNESSEE","47","WESTERN RIM","30","LAWRENCE","099","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","32,530",""
"CENSUS","2007","YEAR","","COUNTY","TENNESSEE","47","WESTERN RIM","30","LEWIS","101","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED"," (D)",""
"CENSUS","2007","YEAR","","COUNTY","TENNESSEE","47","WESTERN RIM","30","MONTGOMERY","125","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","450",""
"CENSUS","2007","YEAR","","COUNTY","TENNESSEE","47","WESTERN RIM","30","PERRY","135","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","142",""
"CENSUS","2007","YEAR","","COUNTY","TENNESSEE","47","WESTERN RIM","30","ROBERTSON","147","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","1,474",""
"CENSUS","2007","YEAR","","COUNTY","TENNESSEE","47","WESTERN RIM","30","STEWART","161","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","1,872",""
"CENSUS","2007","YEAR","","COUNTY","TEXAS","48","BLACKLANDS","40","BELL","027","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","130,394",""
"CENSUS","2007","YEAR","","COUNTY","TEXAS","48","BLACKLANDS","40","BOSQUE","035","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED"," (D)",""
"CENSUS","2007","YEAR","","COUNTY","TEXAS","48","BLACKLANDS","40","COLLIN","085","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","42,594",""
"CENSUS","2007","YEAR","","COUNTY","TEXAS","48","BLACKLANDS","40","COOKE","097","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED"," (D)",""
"CENSUS","2007","YEAR","","COUNTY","TEXAS","48","BLACKLANDS","40","CORYELL","099","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED"," (D)",""
"CENSUS","2007","YEAR","","COUNTY","TEXAS","48","BLACKLANDS","40","DALLAS","113","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","10,900",""
"CENSUS","2007","YEAR","","COUNTY","TEXAS","48","BLACKLANDS","40","DENTON","121","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED"," (D)",""
"CENSUS","2007","YEAR","","COUNTY","TEXAS","48","BLACKLANDS","40","ELLIS","139","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED"," (D)",""
"CENSUS","2007","YEAR","","COUNTY","TEXAS","48","BLACKLANDS","40","FANNIN","147","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","2,070",""
"CENSUS","2007","YEAR","","COUNTY","TEXAS","48","BLACKLANDS","40","GRAYSON","181","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","1,890",""
"CENSUS","2007","YEAR","","COUNTY","TEXAS","48","BLACKLANDS","40","HILL","217","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","4,970",""
"CENSUS","2007","YEAR","","COUNTY","TEXAS","48","BLACKLANDS","40","HUNT","231","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED"," (D)",""
"CENSUS","2007","YEAR","","COUNTY","TEXAS","48","BLACKLANDS","40","JOHNSON","251","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","2,100",""
"CENSUS","2007","YEAR","","COUNTY","TEXAS","48","BLACKLANDS","40","KAUFMAN","257","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","2,250",""
"CENSUS","2007","YEAR","","COUNTY","TEXAS","48","BLACKLANDS","40","LAMAR","277","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED"," (D)",""
"CENSUS","2007","YEAR","","COUNTY","TEXAS","48","BLACKLANDS","40","LIMESTONE","293","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED"," (D)",""
"CENSUS","2007","YEAR","","COUNTY","TEXAS","48","BLACKLANDS","40","MCLENNAN","309","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED"," (D)",""
"CENSUS","2007","YEAR","","COUNTY","TEXAS","48","BLACKLANDS","40","MILAM","331","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","7,670",""
"CENSUS","2007","YEAR","","COUNTY","TEXAS","48","BLACKLANDS","40","NAVARRO","349","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","1,103",""
"CENSUS","2007","YEAR","","COUNTY","TEXAS","48","BLACKLANDS","40","TARRANT","439","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","3,770",""
"CENSUS","2007","YEAR","","COUNTY","TEXAS","48","BLACKLANDS","40","WILLIAMSON","491","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","2,242",""
"CENSUS","2007","YEAR","","COUNTY","TEXAS","48","CROSS TIMBERS","30","ARCHER","009","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED"," (D)",""
"CENSUS","2007","YEAR","","COUNTY","TEXAS","48","CROSS TIMBERS","30","BROWN","049","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","382",""
"CENSUS","2007","YEAR","","COUNTY","TEXAS","48","CROSS TIMBERS","30","CALLAHAN","059","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED"," (D)",""
"CENSUS","2007","YEAR","","COUNTY","TEXAS","48","CROSS TIMBERS","30","CLAY","077","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED"," (D)",""
"CENSUS","2007","YEAR","","COUNTY","TEXAS","48","CROSS TIMBERS","30","MILLS","333","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED"," (D)",""
"CENSUS","2007","YEAR","","COUNTY","TEXAS","48","CROSS TIMBERS","30","MONTAGUE","337","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","710",""
"CENSUS","2007","YEAR","","COUNTY","TEXAS","48","CROSS TIMBERS","30","PALO PINTO","363","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED"," (D)",""
"CENSUS","2007","YEAR","","COUNTY","TEXAS","48","CROSS TIMBERS","30","SOMERVELL","425","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED"," (D)",""
"CENSUS","2007","YEAR","","COUNTY","TEXAS","48","CROSS TIMBERS","30","STEPHENS","429","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED"," (D)",""
"CENSUS","2007","YEAR","","COUNTY","TEXAS","48","CROSS TIMBERS","30","WISE","497","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED"," (D)",""
"CENSUS","2007","YEAR","","COUNTY","TEXAS","48","CROSS TIMBERS","30","YOUNG","503","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED"," (D)",""
"CENSUS","2007","YEAR","","COUNTY","TEXAS","48","EAST TEXAS NORTH","51","ANDERSON","001","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED"," (D)",""
"CENSUS","2007","YEAR","","COUNTY","TEXAS","48","EAST TEXAS NORTH","51","BOWIE","037","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","4,668",""
"CENSUS","2007","YEAR","","COUNTY","TEXAS","48","EAST TEXAS NORTH","51","CASS","067","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED"," (D)",""
"CENSUS","2007","YEAR","","COUNTY","TEXAS","48","EAST TEXAS NORTH","51","CHEROKEE","073","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","2,880",""
"CENSUS","2007","YEAR","","COUNTY","TEXAS","48","EAST TEXAS NORTH","51","HARRISON","203","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","710",""
"CENSUS","2007","YEAR","","COUNTY","TEXAS","48","EAST TEXAS NORTH","51","HENDERSON","213","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","300",""
"CENSUS","2007","YEAR","","COUNTY","TEXAS","48","EAST TEXAS NORTH","51","HOPKINS","223","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","1,715",""
"CENSUS","2007","YEAR","","COUNTY","TEXAS","48","EAST TEXAS NORTH","51","HOUSTON","225","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","753",""
"CENSUS","2007","YEAR","","COUNTY","TEXAS","48","EAST TEXAS NORTH","51","MARION","315","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED"," (D)",""
"CENSUS","2007","YEAR","","COUNTY","TEXAS","48","EAST TEXAS NORTH","51","MORRIS","343","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED"," (D)",""
"CENSUS","2007","YEAR","","COUNTY","TEXAS","48","EAST TEXAS NORTH","51","PANOLA","365","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED"," (D)",""
"CENSUS","2007","YEAR","","COUNTY","TEXAS","48","EAST TEXAS NORTH","51","RAINS","379","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED"," (D)",""
"CENSUS","2007","YEAR","","COUNTY","TEXAS","48","EAST TEXAS NORTH","51","RED RIVER","387","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED"," (D)",""
"CENSUS","2007","YEAR","","COUNTY","TEXAS","48","EAST TEXAS NORTH","51","RUSK","401","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED"," (D)",""
"CENSUS","2007","YEAR","","COUNTY","TEXAS","48","EAST TEXAS NORTH","51","SHELBY","419","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED"," (D)",""
"CENSUS","2007","YEAR","","COUNTY","TEXAS","48","EAST TEXAS NORTH","51","SMITH","423","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","6,972",""
"CENSUS","2007","YEAR","","COUNTY","TEXAS","48","EAST TEXAS NORTH","51","UPSHUR","459","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED"," (D)",""
"CENSUS","2007","YEAR","","COUNTY","TEXAS","48","EAST TEXAS NORTH","51","VAN ZANDT","467","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","340",""
"CENSUS","2007","YEAR","","COUNTY","TEXAS","48","EAST TEXAS NORTH","51","WOOD","499","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","1,000",""
"CENSUS","2007","YEAR","","COUNTY","TEXAS","48","EAST TEXAS SOUTH","52","ANGELINA","005","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","9,020",""
"CENSUS","2007","YEAR","","COUNTY","TEXAS","48","EAST TEXAS SOUTH","52","BRAZOS","041","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED"," (D)",""
"CENSUS","2007","YEAR","","COUNTY","TEXAS","48","EAST TEXAS SOUTH","52","GRIMES","185","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED"," (D)",""
"CENSUS","2007","YEAR","","COUNTY","TEXAS","48","EAST TEXAS SOUTH","52","HARDIN","199","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","1,145,100",""
"CENSUS","2007","YEAR","","COUNTY","TEXAS","48","EAST TEXAS SOUTH","52","JASPER","241","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED"," (D)",""
"CENSUS","2007","YEAR","","COUNTY","TEXAS","48","EAST TEXAS SOUTH","52","LEON","289","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","1,090",""
"CENSUS","2007","YEAR","","COUNTY","TEXAS","48","EAST TEXAS SOUTH","52","MONTGOMERY","339","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","120,480",""
"CENSUS","2007","YEAR","","COUNTY","TEXAS","48","EAST TEXAS SOUTH","52","POLK","373","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED"," (D)",""
"CENSUS","2007","YEAR","","COUNTY","TEXAS","48","EAST TEXAS SOUTH","52","ROBERTSON","395","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","4,300",""
"CENSUS","2007","YEAR","","COUNTY","TEXAS","48","EAST TEXAS SOUTH","52","SAN JACINTO","407","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","160",""
"CENSUS","2007","YEAR","","COUNTY","TEXAS","48","EAST TEXAS SOUTH","52","TRINITY","455","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED"," (D)",""
"CENSUS","2007","YEAR","","COUNTY","TEXAS","48","EAST TEXAS SOUTH","52","TYLER","457","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","470",""
